ID condition type session sound_dist concept_dist answer RT
A3D38UO96N9SB0 sound real 1 1 2 0 2420
A3D38UO96N9SB0 sound real 1 4 4 1 2363
A3D38UO96N9SB0 sound real 1 2 3 1 3056
A3D38UO96N9SB0 sound real 2 1 2 0 2352
A3D38UO96N9SB0 sound real 2 3 3 1 2149
A3D38UO96N9SB0 sound real 2 4 4 1 2134
A3D38UO96N9SB0 sound real 2 2 1 1 2137
A2DH58G20PK6YF joint pre 0 NA NA 1 2927
A2DH58G20PK6YF joint pre 0 NA NA 0 3354
A2DH58G20PK6YF joint pre 0 NA NA 0 2472
A2DH58G20PK6YF joint pre 0 NA NA 1 2275
A2DH58G20PK6YF joint real 1 4 4 1 2996
A2DH58G20PK6YF joint real 1 1 2 0 2470
A2DH58G20PK6YF joint real 1 2 1 0 3212
A2DH58G20PK6YF joint real 1 3 3 1 2130
A2DH58G20PK6YF joint real 2 4 1 1 2344
A2DH58G20PK6YF joint real 2 1 3 0 2329
A2DH58G20PK6YF joint real 2 2 2 1 2425
A2DH58G20PK6YF joint real 2 3 4 1 2132
A1WL3NZ50YEOWP concept pre 0 NA NA 1 4551
A1WL3NZ50YEOWP concept pre 0 NA NA 0 2594
A1WL3NZ50YEOWP concept pre 0 NA NA 1 2391
A1WL3NZ50YEOWP concept pre 0 NA NA 1 2555
A1WL3NZ50YEOWP concept real 1 2 4 1 1501
A1WL3NZ50YEOWP concept real 1 3 1 0 1686
A1WL3NZ50YEOWP concept real 1 4 2 0 1350
A1WL3NZ50YEOWP concept real 1 1 3 1 1402
A1WL3NZ50YEOWP concept real 2 4 4 1 1655
A1WL3NZ50YEOWP concept real 2 1 1 0 1553
A1WL3NZ50YEOWP concept real 2 3 3 1 1495
A1WL3NZ50YEOWP concept real 2 2 2 0 1551
A2NL38BFEE3BVY joint pre 0 NA NA 1 13033
A2NL38BFEE3BVY joint pre 0 NA NA 0 6385
A2NL38BFEE3BVY joint pre 0 NA NA 0 6292
A2NL38BFEE3BVY joint pre 0 NA NA 1 4595
A2NL38BFEE3BVY joint real 1 3 2 0 3932
A2NL38BFEE3BVY joint real 1 2 3 1 6983
A2NL38BFEE3BVY joint real 1 1 1 0 3207
A2NL38BFEE3BVY joint real 1 4 4 1 3153
A2NL38BFEE3BVY joint real 2 1 1 0 2956
A2NL38BFEE3BVY joint real 2 4 3 1 2874
A2NL38BFEE3BVY joint real 2 3 2 0 2489
A2NL38BFEE3BVY joint real 2 2 4 1 2586
A3OGZS9EQKYOYU sound pre 0 NA NA 1 7837
A3OGZS9EQKYOYU sound pre 0 NA NA 0 2295
A3OGZS9EQKYOYU sound pre 0 NA NA 0 2433
A3OGZS9EQKYOYU sound pre 0 NA NA 1 2224
A3OGZS9EQKYOYU sound real 1 3 4 1 5552
A3OGZS9EQKYOYU sound real 1 2 1 0 2795
A3OGZS9EQKYOYU sound real 1 1 3 0 2711
A3OGZS9EQKYOYU sound real 1 4 2 1 2849
A3OGZS9EQKYOYU sound real 2 4 3 1 2721
A3OGZS9EQKYOYU sound real 2 1 1 0 2954
A3OGZS9EQKYOYU sound real 2 3 2 1 3114
A3OGZS9EQKYOYU sound real 2 2 4 1 2921
AIUKV0KVALMY6 concept pre 0 NA NA 1 5390
AIUKV0KVALMY6 concept pre 0 NA NA 0 1237
AIUKV0KVALMY6 concept pre 0 NA NA 1 944
AIUKV0KVALMY6 concept pre 0 NA NA 0 663
AIUKV0KVALMY6 concept real 1 4 3 0 2536
AIUKV0KVALMY6 concept real 1 2 4 1 2089
AIUKV0KVALMY6 concept real 1 1 2 0 2087
AIUKV0KVALMY6 concept real 1 3 1 1 1776
AIUKV0KVALMY6 concept real 2 3 1 1 1909
AIUKV0KVALMY6 concept real 2 2 4 1 1871
AIUKV0KVALMY6 concept real 2 4 2 0 2175
AIUKV0KVALMY6 concept real 2 1 3 1 1479
ACN0C9HPYDTED sound pre 0 NA NA 1 1600
ACN0C9HPYDTED sound pre 0 NA NA 1 1801
ACN0C9HPYDTED sound pre 0 NA NA 1 612
ACN0C9HPYDTED sound pre 0 NA NA 1 1685
ACN0C9HPYDTED sound real 1 3 3 0 3119
ACN0C9HPYDTED sound real 1 4 2 1 2731
ACN0C9HPYDTED sound real 1 2 4 0 2475
ACN0C9HPYDTED sound real 1 1 1 0 3637
ACN0C9HPYDTED sound real 2 2 3 0 2407
ACN0C9HPYDTED sound real 2 4 2 1 2284
ACN0C9HPYDTED sound real 2 3 1 0 2242
ACN0C9HPYDTED sound real 2 1 4 0 2339
A2OTQJZW0I3M2Q concept pre 0 NA NA 1 7243
A2OTQJZW0I3M2Q concept pre 0 NA NA 0 3297
A2OTQJZW0I3M2Q concept pre 0 NA NA 1 2682
A2OTQJZW0I3M2Q concept pre 0 NA NA 0 2887
A2OTQJZW0I3M2Q concept real 1 3 4 1 5585
A2OTQJZW0I3M2Q concept real 1 1 2 1 4604
A2OTQJZW0I3M2Q concept real 1 2 1 1 3572
A2OTQJZW0I3M2Q concept real 1 4 3 1 1773
A2OTQJZW0I3M2Q concept real 2 4 3 1 3882
A2OTQJZW0I3M2Q concept real 2 3 2 1 2379
A2OTQJZW0I3M2Q concept real 2 2 4 1 3276
A2OTQJZW0I3M2Q concept real 2 1 1 1 45488
A2XJ24X2OSSPYF joint pre 0 NA NA 0 6729
A2XJ24X2OSSPYF joint pre 0 NA NA 1 2923
A2XJ24X2OSSPYF joint pre 0 NA NA 1 2941
A2XJ24X2OSSPYF joint pre 0 NA NA 0 3939
A2XJ24X2OSSPYF joint real 1 2 4 0 3232
A2XJ24X2OSSPYF joint real 1 3 1 1 3481
A2XJ24X2OSSPYF joint real 1 4 2 1 3542
A2XJ24X2OSSPYF joint real 1 1 3 0 2672
A2XJ24X2OSSPYF joint real 2 2 1 1 2962
A2XJ24X2OSSPYF joint real 2 4 3 1 2932
A2XJ24X2OSSPYF joint real 2 1 4 0 3247
A2XJ24X2OSSPYF joint real 2 3 2 1 2930
A27CDTLHWBT1FT concept pre 0 NA NA 0 6122
A27CDTLHWBT1FT concept pre 0 NA NA 1 5740
A27CDTLHWBT1FT concept pre 0 NA NA 0 2457
A27CDTLHWBT1FT concept pre 0 NA NA 1 2175
A27CDTLHWBT1FT concept real 1 3 1 0 2940
A27CDTLHWBT1FT concept real 1 1 2 0 2654
A27CDTLHWBT1FT concept real 1 2 3 1 1859
A27CDTLHWBT1FT concept real 1 4 4 1 2388
A27CDTLHWBT1FT concept real 2 2 4 0 5106
A27CDTLHWBT1FT concept real 2 3 2 0 1656
A27CDTLHWBT1FT concept real 2 4 3 1 1722
A27CDTLHWBT1FT concept real 2 1 1 0 3137
A3CLI3U1XD8ZO2 joint pre 0 NA NA 0 14257
A3CLI3U1XD8ZO2 joint pre 0 NA NA 1 3052
A3CLI3U1XD8ZO2 joint pre 0 NA NA 1 3296
A3CLI3U1XD8ZO2 joint pre 0 NA NA 0 2792
A3CLI3U1XD8ZO2 joint real 1 1 2 0 3137
A3CLI3U1XD8ZO2 joint real 1 4 3 0 3086
A3CLI3U1XD8ZO2 joint real 1 3 1 0 3026
A3CLI3U1XD8ZO2 joint real 1 2 4 0 2812
A3CLI3U1XD8ZO2 joint real 2 2 2 0 3506
A3CLI3U1XD8ZO2 joint real 2 1 1 0 2477
A3CLI3U1XD8ZO2 joint real 2 4 3 0 2740
A3CLI3U1XD8ZO2 joint real 2 3 4 0 2426
A63U6I4JM5APR sound pre 0 NA NA 0 3567
A63U6I4JM5APR sound pre 0 NA NA 1 3481
A63U6I4JM5APR sound pre 0 NA NA 1 2959
A63U6I4JM5APR sound pre 0 NA NA 0 2789
A63U6I4JM5APR sound real 1 4 1 1 3288
A63U6I4JM5APR sound real 1 2 2 0 2914
A63U6I4JM5APR sound real 1 3 3 0 3784
A63U6I4JM5APR sound real 1 1 4 0 4416
A63U6I4JM5APR sound real 2 4 2 1 2872
A63U6I4JM5APR sound real 2 2 1 0 2843
A63U6I4JM5APR sound real 2 1 4 0 3591
A63U6I4JM5APR sound real 2 3 3 1 2537
A22AEEEAJDHREX joint pre 0 NA NA 1 3864
A22AEEEAJDHREX joint pre 0 NA NA 0 2080
A22AEEEAJDHREX joint pre 0 NA NA 0 2331
A22AEEEAJDHREX joint pre 0 NA NA 1 1598
A22AEEEAJDHREX joint real 1 4 1 1 3874
A22AEEEAJDHREX joint real 1 1 3 0 2208
A22AEEEAJDHREX joint real 1 3 4 1 2979
A22AEEEAJDHREX joint real 1 2 2 0 2323
A22AEEEAJDHREX joint real 2 2 2 0 6898
A22AEEEAJDHREX joint real 2 1 3 0 4467
A22AEEEAJDHREX joint real 2 3 1 0 1205
A22AEEEAJDHREX joint real 2 4 4 1 2780
A2LV73C1ILVHSM concept pre 0 NA NA 0 4969
A2LV73C1ILVHSM concept pre 0 NA NA 1 5111
A2LV73C1ILVHSM concept pre 0 NA NA 1 3945
A2LV73C1ILVHSM concept pre 0 NA NA 0 3161
A2LV73C1ILVHSM concept real 1 2 4 0 4709
A2LV73C1ILVHSM concept real 1 3 3 0 3113
A2LV73C1ILVHSM concept real 1 1 1 0 2185
A2LV73C1ILVHSM concept real 1 4 2 0 2490
A2LV73C1ILVHSM concept real 2 3 3 1 4005
A2LV73C1ILVHSM concept real 2 2 4 1 2009
A2LV73C1ILVHSM concept real 2 1 1 0 1930
A2LV73C1ILVHSM concept real 2 4 2 0 2905
A1MZC8D6JFJQMB concept pre 0 NA NA 0 5698
A1MZC8D6JFJQMB concept pre 0 NA NA 0 2911
A1MZC8D6JFJQMB concept pre 0 NA NA 0 2410
A1MZC8D6JFJQMB concept pre 0 NA NA 1 2385
A1MZC8D6JFJQMB concept real 1 4 2 1 2475
A1MZC8D6JFJQMB concept real 1 2 1 1 1835
A1MZC8D6JFJQMB concept real 1 3 4 1 1643
A1MZC8D6JFJQMB concept real 1 1 3 1 1579
A1MZC8D6JFJQMB concept real 2 2 3 1 1842
A1MZC8D6JFJQMB concept real 2 1 1 0 1610
A1MZC8D6JFJQMB concept real 2 4 2 0 1553
A1MZC8D6JFJQMB concept real 2 3 4 1 1731
A30VK4ZMOWY6RL concept pre 0 NA NA 1 3778
A30VK4ZMOWY6RL concept pre 0 NA NA 0 3538
A30VK4ZMOWY6RL concept pre 0 NA NA 0 3214
A30VK4ZMOWY6RL concept pre 0 NA NA 1 3183
A30VK4ZMOWY6RL concept real 1 4 2 1 3910
A30VK4ZMOWY6RL concept real 1 3 3 1 2023
A30VK4ZMOWY6RL concept real 1 1 4 1 2216
A30VK4ZMOWY6RL concept real 1 2 1 1 2815
A30VK4ZMOWY6RL concept real 2 4 4 1 2084
A30VK4ZMOWY6RL concept real 2 3 1 1 2053
A30VK4ZMOWY6RL concept real 2 1 2 1 2006
A30VK4ZMOWY6RL concept real 2 2 3 1 1999
AS74XV8QWDI5P concept pre 0 NA NA 0 4276
AS74XV8QWDI5P concept pre 0 NA NA 1 4262
AS74XV8QWDI5P concept pre 0 NA NA 1 3821
AS74XV8QWDI5P concept pre 0 NA NA 0 3136
AS74XV8QWDI5P concept real 1 4 1 0 3428
AS74XV8QWDI5P concept real 1 2 3 1 2060
AS74XV8QWDI5P concept real 1 3 2 0 2526
AS74XV8QWDI5P concept real 1 1 4 1 1741
AS74XV8QWDI5P concept real 2 2 4 1 3351
AS74XV8QWDI5P concept real 2 1 3 1 2212
AS74XV8QWDI5P concept real 2 4 2 0 1849
AS74XV8QWDI5P concept real 2 3 1 0 2416
A2A27TLFWKDXUW concept pre 0 NA NA 1 4963
A2A27TLFWKDXUW concept pre 0 NA NA 1 4011
A2A27TLFWKDXUW concept pre 0 NA NA 0 3527
A2A27TLFWKDXUW concept pre 0 NA NA 0 3808
A2A27TLFWKDXUW concept real 1 4 1 0 5561
A2A27TLFWKDXUW concept real 1 2 4 1 2515
A2A27TLFWKDXUW concept real 1 3 2 1 5032
A2A27TLFWKDXUW concept real 1 1 3 1 3775
A2A27TLFWKDXUW concept real 2 3 3 1 5440
A2A27TLFWKDXUW concept real 2 2 1 0 2143
A2A27TLFWKDXUW concept real 2 4 2 1 3964
A2A27TLFWKDXUW concept real 2 1 4 1 2287
AGBDM85RLYTGL sound pre 0 NA NA 0 1932
AGBDM85RLYTGL sound pre 0 NA NA 0 1053
AGBDM85RLYTGL sound pre 0 NA NA 0 1705
AGBDM85RLYTGL sound pre 0 NA NA 1 2683
AGBDM85RLYTGL sound real 1 3 1 0 3639
AGBDM85RLYTGL sound real 1 1 2 0 3141
AGBDM85RLYTGL sound real 1 2 4 0 2886
AGBDM85RLYTGL sound real 1 4 3 1 2599
AGBDM85RLYTGL sound real 2 4 3 1 2744
AGBDM85RLYTGL sound real 2 3 2 1 2642
AGBDM85RLYTGL sound real 2 2 4 0 2869
AGBDM85RLYTGL sound real 2 1 1 0 3228
AK81F0NOBFJS3 concept pre 0 NA NA 0 1476
AK81F0NOBFJS3 concept pre 0 NA NA 1 1391
AK81F0NOBFJS3 concept pre 0 NA NA 0 1364
AK81F0NOBFJS3 concept pre 0 NA NA 1 1963
AK81F0NOBFJS3 concept real 1 3 3 1 1781
AK81F0NOBFJS3 concept real 1 2 4 1 1966
AK81F0NOBFJS3 concept real 1 4 1 0 1625
AK81F0NOBFJS3 concept real 1 1 2 0 1444
AK81F0NOBFJS3 concept real 2 3 2 0 1828
AK81F0NOBFJS3 concept real 2 1 4 1 1650
AK81F0NOBFJS3 concept real 2 4 1 1 2202
AK81F0NOBFJS3 concept real 2 2 3 1 1811
A2ZC9CZAN72708 joint pre 0 NA NA 0 4586
A2ZC9CZAN72708 joint pre 0 NA NA 0 2386
A2ZC9CZAN72708 joint pre 0 NA NA 1 1843
A2ZC9CZAN72708 joint pre 0 NA NA 0 1723
A2ZC9CZAN72708 joint real 1 3 1 0 2757
A2ZC9CZAN72708 joint real 1 4 4 1 2659
A2ZC9CZAN72708 joint real 1 2 3 0 2411
A2ZC9CZAN72708 joint real 1 1 2 0 2307
A2ZC9CZAN72708 joint real 2 1 2 0 2334
A2ZC9CZAN72708 joint real 2 4 4 1 2307
A2ZC9CZAN72708 joint real 2 2 1 0 2539
A2ZC9CZAN72708 joint real 2 3 3 1 2445
A1NITMHYG5YL3H joint pre 0 NA NA 0 6842
A1NITMHYG5YL3H joint pre 0 NA NA 1 364
A1NITMHYG5YL3H joint pre 0 NA NA 0 1737
A1NITMHYG5YL3H joint pre 0 NA NA 0 1982
A1NITMHYG5YL3H joint real 1 3 4 1 3880
A1NITMHYG5YL3H joint real 1 4 2 1 3323
A1NITMHYG5YL3H joint real 1 2 1 0 4331
A1NITMHYG5YL3H joint real 1 1 3 0 3091
A1NITMHYG5YL3H joint real 2 4 4 1 3060
A1NITMHYG5YL3H joint real 2 3 2 1 3342
A1NITMHYG5YL3H joint real 2 2 1 0 3641
A1NITMHYG5YL3H joint real 2 1 3 0 3242
A31A4YKVSOYRVS sound pre 0 NA NA 1 5936
A31A4YKVSOYRVS sound pre 0 NA NA 0 2849
A31A4YKVSOYRVS sound pre 0 NA NA 0 2425
A31A4YKVSOYRVS sound pre 0 NA NA 1 2786
A31A4YKVSOYRVS sound real 1 2 2 0 3303
A31A4YKVSOYRVS sound real 1 4 4 0 3187
A31A4YKVSOYRVS sound real 1 1 3 0 3183
A31A4YKVSOYRVS sound real 1 3 1 1 3538
A31A4YKVSOYRVS sound real 2 1 1 0 3241
A31A4YKVSOYRVS sound real 2 3 2 1 2968
A31A4YKVSOYRVS sound real 2 4 4 0 2134
A31A4YKVSOYRVS sound real 2 2 3 1 887
A1EQN91S6T820I joint pre 0 NA NA 0 3844
A1EQN91S6T820I joint pre 0 NA NA 0 1898
A1EQN91S6T820I joint pre 0 NA NA 1 2212
A1EQN91S6T820I joint pre 0 NA NA 1 1512
A1EQN91S6T820I joint real 1 3 1 0 4692
A1EQN91S6T820I joint real 1 1 3 0 3359
A1EQN91S6T820I joint real 1 2 2 0 2012
A1EQN91S6T820I joint real 1 4 4 1 2429
A1EQN91S6T820I joint real 2 2 3 0 2215
A1EQN91S6T820I joint real 2 4 2 1 3440
A1EQN91S6T820I joint real 2 3 1 0 2085
A1EQN91S6T820I joint real 2 1 4 0 2361
ADCUK2AHXYSBJ concept pre 0 NA NA 1 7794
ADCUK2AHXYSBJ concept pre 0 NA NA 0 3637
ADCUK2AHXYSBJ concept pre 0 NA NA 1 4155
ADCUK2AHXYSBJ concept pre 0 NA NA 0 5865
ADCUK2AHXYSBJ concept real 1 1 2 0 5059
ADCUK2AHXYSBJ concept real 1 3 3 0 5089
ADCUK2AHXYSBJ concept real 1 4 1 0 3373
ADCUK2AHXYSBJ concept real 1 2 4 1 2332
ADCUK2AHXYSBJ concept real 2 3 3 0 3148
ADCUK2AHXYSBJ concept real 2 2 1 0 2594
ADCUK2AHXYSBJ concept real 2 1 2 0 2378
ADCUK2AHXYSBJ concept real 2 4 4 1 2502
A1NIK1THWWLKPY joint pre 0 NA NA 0 2040
A1NIK1THWWLKPY joint pre 0 NA NA 1 1964
A1NIK1THWWLKPY joint pre 0 NA NA 0 1593
A1NIK1THWWLKPY joint pre 0 NA NA 1 1809
A1NIK1THWWLKPY joint real 1 4 3 1 2107
A1NIK1THWWLKPY joint real 1 2 2 0 2248
A1NIK1THWWLKPY joint real 1 3 1 1 2032
A1NIK1THWWLKPY joint real 1 1 4 0 2103
A1NIK1THWWLKPY joint real 2 3 4 1 2027
A1NIK1THWWLKPY joint real 2 1 2 0 2930
A1NIK1THWWLKPY joint real 2 4 1 1 2014
A1NIK1THWWLKPY joint real 2 2 3 1 2258
A7AGA7DPOD5SG sound pre 0 NA NA 1 5933
A7AGA7DPOD5SG sound pre 0 NA NA 0 4179
A7AGA7DPOD5SG sound pre 0 NA NA 0 4271
A7AGA7DPOD5SG sound pre 0 NA NA 1 3143
A7AGA7DPOD5SG sound real 1 2 4 0 4467
A7AGA7DPOD5SG sound real 1 4 1 1 2948
A7AGA7DPOD5SG sound real 1 3 2 1 2782
A7AGA7DPOD5SG sound real 1 1 3 0 2794
A7AGA7DPOD5SG sound real 2 4 2 1 2677
A7AGA7DPOD5SG sound real 2 1 3 1 2818
A7AGA7DPOD5SG sound real 2 3 1 1 2659
A7AGA7DPOD5SG sound real 2 2 4 1 2780
A1CTOT46Y4W11J sound pre 0 NA NA 1 2572
A1CTOT46Y4W11J sound pre 0 NA NA 1 1226
A1CTOT46Y4W11J sound pre 0 NA NA 0 3112
A1CTOT46Y4W11J sound pre 0 NA NA 0 2373
A1CTOT46Y4W11J sound real 1 4 2 1 3545
A1CTOT46Y4W11J sound real 1 3 4 1 2330
A1CTOT46Y4W11J sound real 1 1 3 0 2019
A1CTOT46Y4W11J sound real 1 2 1 1 2101
A1CTOT46Y4W11J sound real 2 2 4 0 2764
A1CTOT46Y4W11J sound real 2 3 2 1 2186
A1CTOT46Y4W11J sound real 2 1 3 0 2592
A1CTOT46Y4W11J sound real 2 4 1 1 2454
A2RDNYV4SH5E89 concept pre 0 NA NA 0 2735
A2RDNYV4SH5E89 concept pre 0 NA NA 0 2923
A2RDNYV4SH5E89 concept pre 0 NA NA 1 3061
A2RDNYV4SH5E89 concept pre 0 NA NA 1 2583
A2RDNYV4SH5E89 concept real 1 3 3 0 2171
A2RDNYV4SH5E89 concept real 1 4 1 0 1981
A2RDNYV4SH5E89 concept real 1 1 2 0 1967
A2RDNYV4SH5E89 concept real 1 2 4 1 1856
A2RDNYV4SH5E89 concept real 2 4 4 1 1869
A2RDNYV4SH5E89 concept real 2 3 2 0 2016
A2RDNYV4SH5E89 concept real 2 2 1 0 2079
A2RDNYV4SH5E89 concept real 2 1 3 1 1580
A9UB7UNI0N1MD joint pre 0 NA NA 1 6518
A9UB7UNI0N1MD joint pre 0 NA NA 1 2591
A9UB7UNI0N1MD joint pre 0 NA NA 0 3790
A9UB7UNI0N1MD joint pre 0 NA NA 0 2467
A9UB7UNI0N1MD joint real 1 3 1 1 13873
A9UB7UNI0N1MD joint real 1 1 4 0 3185
A9UB7UNI0N1MD joint real 1 4 3 1 3563
A9UB7UNI0N1MD joint real 1 2 2 1 3961
A9UB7UNI0N1MD joint real 2 3 3 1 4400
A9UB7UNI0N1MD joint real 2 1 2 0 3344
A9UB7UNI0N1MD joint real 2 4 4 1 3096
A9UB7UNI0N1MD joint real 2 2 1 0 5034
A3F6SDO4GYBE4Y joint pre 0 NA NA 0 2142
A3F6SDO4GYBE4Y joint pre 0 NA NA 0 2010
A3F6SDO4GYBE4Y joint pre 0 NA NA 1 2084
A3F6SDO4GYBE4Y joint pre 0 NA NA 1 2102
A3F6SDO4GYBE4Y joint real 1 1 1 0 2375
A3F6SDO4GYBE4Y joint real 1 2 2 0 2233
A3F6SDO4GYBE4Y joint real 1 3 4 1 2259
A3F6SDO4GYBE4Y joint real 1 4 3 1 2938
A3F6SDO4GYBE4Y joint real 2 1 3 0 2127
A3F6SDO4GYBE4Y joint real 2 4 2 1 2203
A3F6SDO4GYBE4Y joint real 2 2 4 0 2307
A3F6SDO4GYBE4Y joint real 2 3 1 1 2252
A3HTLXAPOBCVVO sound pre 0 NA NA 0 2702
A3HTLXAPOBCVVO sound pre 0 NA NA 0 2103
A3HTLXAPOBCVVO sound pre 0 NA NA 1 1804
A3HTLXAPOBCVVO sound pre 0 NA NA 1 1859
A3HTLXAPOBCVVO sound real 1 1 3 0 2695
A3HTLXAPOBCVVO sound real 1 4 2 1 2034
A3HTLXAPOBCVVO sound real 1 3 4 1 2142
A3HTLXAPOBCVVO sound real 1 2 1 1 2261
A3HTLXAPOBCVVO sound real 2 3 3 1 2819
A3HTLXAPOBCVVO sound real 2 1 4 0 2083
A3HTLXAPOBCVVO sound real 2 2 1 0 2132
A3HTLXAPOBCVVO sound real 2 4 2 1 1965
AVJOSMMH5VWN5 sound pre 0 NA NA 0 5076
AVJOSMMH5VWN5 sound pre 0 NA NA 1 3049
AVJOSMMH5VWN5 sound pre 0 NA NA 1 3794
AVJOSMMH5VWN5 sound pre 0 NA NA 0 3652
AVJOSMMH5VWN5 sound real 1 3 2 0 5261
AVJOSMMH5VWN5 sound real 1 1 4 0 4253
AVJOSMMH5VWN5 sound real 1 2 3 0 3843
AVJOSMMH5VWN5 sound real 1 4 1 1 3310
AVJOSMMH5VWN5 sound real 2 4 1 1 4253
AVJOSMMH5VWN5 sound real 2 3 4 1 3715
AVJOSMMH5VWN5 sound real 2 2 3 0 3713
AVJOSMMH5VWN5 sound real 2 1 2 0 2084
A1KS9OHP5553CF concept pre 0 NA NA 0 4399
A1KS9OHP5553CF concept pre 0 NA NA 1 3545
A1KS9OHP5553CF concept pre 0 NA NA 0 2466
A1KS9OHP5553CF concept pre 0 NA NA 1 2293
A1KS9OHP5553CF concept real 1 2 3 0 2246
A1KS9OHP5553CF concept real 1 3 4 1 1452
A1KS9OHP5553CF concept real 1 1 2 0 1364
A1KS9OHP5553CF concept real 1 4 1 0 1479
A1KS9OHP5553CF concept real 2 3 3 0 2025
A1KS9OHP5553CF concept real 2 4 1 0 1694
A1KS9OHP5553CF concept real 2 1 2 0 1356
A1KS9OHP5553CF concept real 2 2 4 1 1534
A3SHP9IPZ2FLOX joint pre 0 NA NA 1 6284
A3SHP9IPZ2FLOX joint pre 0 NA NA 0 3129
A3SHP9IPZ2FLOX joint pre 0 NA NA 1 10654
A3SHP9IPZ2FLOX joint pre 0 NA NA 1 4758
A3SHP9IPZ2FLOX joint real 1 3 4 1 5890
A3SHP9IPZ2FLOX joint real 1 4 1 0 2764
A3SHP9IPZ2FLOX joint real 1 2 2 0 2433
A3SHP9IPZ2FLOX joint real 1 1 3 0 2401
A3SHP9IPZ2FLOX joint real 2 2 2 0 2553
A3SHP9IPZ2FLOX joint real 2 1 1 0 2430
A3SHP9IPZ2FLOX joint real 2 3 4 1 2465
A3SHP9IPZ2FLOX joint real 2 4 3 0 8465
A1XL6FG2UO5Q0X joint pre 0 NA NA 1 5872
A1XL6FG2UO5Q0X joint pre 0 NA NA 0 2376
A1XL6FG2UO5Q0X joint pre 0 NA NA 1 2151
A1XL6FG2UO5Q0X joint pre 0 NA NA 0 2048
A1XL6FG2UO5Q0X joint real 1 1 4 0 3376
A1XL6FG2UO5Q0X joint real 1 2 3 0 3973
A1XL6FG2UO5Q0X joint real 1 4 2 0 4115
A1XL6FG2UO5Q0X joint real 1 3 1 0 2797
A1XL6FG2UO5Q0X joint real 2 2 3 0 4138
A1XL6FG2UO5Q0X joint real 2 3 2 1 3466
A1XL6FG2UO5Q0X joint real 2 1 4 0 2722
A1XL6FG2UO5Q0X joint real 2 4 1 1 2768
A1A3TGZ7DKJWRW joint pre 0 NA NA 1 4904
A1A3TGZ7DKJWRW joint pre 0 NA NA 0 3083
A1A3TGZ7DKJWRW joint pre 0 NA NA 0 2174
A1A3TGZ7DKJWRW joint pre 0 NA NA 1 2246
A1A3TGZ7DKJWRW joint real 1 2 1 0 2808
A1A3TGZ7DKJWRW joint real 1 4 3 1 2402
A1A3TGZ7DKJWRW joint real 1 3 4 1 2392
A1A3TGZ7DKJWRW joint real 1 1 2 0 3241
A1A3TGZ7DKJWRW joint real 2 2 3 1 2182
A1A3TGZ7DKJWRW joint real 2 1 4 1 2762
A1A3TGZ7DKJWRW joint real 2 3 2 0 2820
A1A3TGZ7DKJWRW joint real 2 4 1 1 2359
A28WKEUHQLFVS3 concept pre 0 NA NA 1 3561
A28WKEUHQLFVS3 concept pre 0 NA NA 1 4943
A28WKEUHQLFVS3 concept pre 0 NA NA 1 1287
A28WKEUHQLFVS3 concept pre 0 NA NA 0 996
A28WKEUHQLFVS3 concept real 1 3 1 0 2061
A28WKEUHQLFVS3 concept real 1 4 3 0 1210
A28WKEUHQLFVS3 concept real 1 1 4 1 3454
A28WKEUHQLFVS3 concept real 1 2 2 0 835
A28WKEUHQLFVS3 concept real 2 3 3 0 2221
A28WKEUHQLFVS3 concept real 2 4 2 0 3248
A28WKEUHQLFVS3 concept real 2 1 1 0 1508
A28WKEUHQLFVS3 concept real 2 2 4 1 1017
A1LP36RSTVUUCQ joint pre 0 NA NA 0 3638
A1LP36RSTVUUCQ joint pre 0 NA NA 0 2295
A1LP36RSTVUUCQ joint pre 0 NA NA 1 1570
A1LP36RSTVUUCQ joint pre 0 NA NA 1 2614
A1LP36RSTVUUCQ joint real 1 2 1 0 2444
A1LP36RSTVUUCQ joint real 1 3 4 0 1944
A1LP36RSTVUUCQ joint real 1 1 2 0 1869
A1LP36RSTVUUCQ joint real 1 4 3 0 1677
A1LP36RSTVUUCQ joint real 2 4 1 0 1989
A1LP36RSTVUUCQ joint real 2 3 4 0 2004
A1LP36RSTVUUCQ joint real 2 1 3 0 2012
A1LP36RSTVUUCQ joint real 2 2 2 0 1975
A1RWNYJA5X25YH sound pre 0 NA NA 0 3172
A1RWNYJA5X25YH sound pre 0 NA NA 1 3262
A1RWNYJA5X25YH sound pre 0 NA NA 1 4210
A1RWNYJA5X25YH sound pre 0 NA NA 0 2578
A1RWNYJA5X25YH sound real 1 2 1 0 3295
A1RWNYJA5X25YH sound real 1 3 3 1 2488
A1RWNYJA5X25YH sound real 1 1 2 0 2332
A1RWNYJA5X25YH sound real 1 4 4 1 2282
A1RWNYJA5X25YH sound real 2 2 3 0 2352
A1RWNYJA5X25YH sound real 2 4 4 1 2210
A1RWNYJA5X25YH sound real 2 3 1 1 2360
A1RWNYJA5X25YH sound real 2 1 2 0 2274
A54J53JJGBW0N sound pre 0 NA NA 1 4213
A54J53JJGBW0N sound pre 0 NA NA 0 3497
A54J53JJGBW0N sound pre 0 NA NA 0 3007
A54J53JJGBW0N sound pre 0 NA NA 1 3076
A54J53JJGBW0N sound real 1 1 3 0 3895
A54J53JJGBW0N sound real 1 4 2 1 3786
A54J53JJGBW0N sound real 1 3 4 1 3197
