ID condition sub type order session sound_dist concept_dist answer RT score
A2O9DCJ35SXHXI joint 0 pre 3 0 NA NA 0 5147 0.75
A2O9DCJ35SXHXI joint 0 pre 2 0 NA NA 1 3624 0.75
A2O9DCJ35SXHXI joint 0 pre 4 0 NA NA 1 2448 0.75
A2O9DCJ35SXHXI joint 0 pre 1 0 NA NA 1 2479 0.75
A2O9DCJ35SXHXI joint 0 real 4 1 3 4 1 4944 0.75
A2O9DCJ35SXHXI joint 0 real 3 1 2 3 0 4182 0.75
A2O9DCJ35SXHXI joint 0 real 1 1 1 1 0 3496 0.75
A2O9DCJ35SXHXI joint 0 real 2 1 4 2 0 2256 0.75
A2O9DCJ35SXHXI joint 0 real 4 2 3 4 1 2471 0.75
A2O9DCJ35SXHXI joint 0 real 2 2 4 2 0 3025 0.75
A2O9DCJ35SXHXI joint 0 real 3 2 2 3 0 2080 0.75
A2O9DCJ35SXHXI joint 0 real 1 2 1 1 0 2465 0.75
APGX2WZ59OWDN joint 0 pre 2 0 NA NA 1 3509 1.0
APGX2WZ59OWDN joint 0 pre 3 0 NA NA 0 2134 1.0
APGX2WZ59OWDN joint 0 pre 4 0 NA NA 0 1877 1.0
APGX2WZ59OWDN joint 0 pre 1 0 NA NA 1 2058 1.0
APGX2WZ59OWDN joint 0 real 4 1 3 4 1 2965 1.0
APGX2WZ59OWDN joint 0 real 3 1 2 3 1 3315 1.0
APGX2WZ59OWDN joint 0 real 2 1 4 2 1 2616 1.0
APGX2WZ59OWDN joint 0 real 1 1 1 1 0 2912 1.0
APGX2WZ59OWDN joint 0 real 1 2 1 1 0 2357 1.0
APGX2WZ59OWDN joint 0 real 4 2 3 4 1 2284 1.0
APGX2WZ59OWDN joint 0 real 2 2 4 2 1 2429 1.0
APGX2WZ59OWDN joint 0 real 3 2 2 3 1 2428 1.0
A2WC2NO555XU3J joint 0 pre 3 0 NA NA 0 5292 1.0
A2WC2NO555XU3J joint 0 pre 1 0 NA NA 1 3011 1.0
A2WC2NO555XU3J joint 0 pre 2 0 NA NA 1 3465 1.0
A2WC2NO555XU3J joint 0 pre 4 0 NA NA 0 2864 1.0
A2WC2NO555XU3J joint 0 real 4 1 3 4 1 3418 1.0
A2WC2NO555XU3J joint 0 real 1 1 1 1 0 2835 1.0
A2WC2NO555XU3J joint 0 real 3 1 2 3 1 2642 1.0
A2WC2NO555XU3J joint 0 real 2 1 4 2 1 2409 1.0
A2WC2NO555XU3J joint 0 real 3 2 2 3 1 2371 1.0
A2WC2NO555XU3J joint 0 real 4 2 3 4 1 2345 1.0
A2WC2NO555XU3J joint 0 real 1 2 1 1 0 2554 1.0
A2WC2NO555XU3J joint 0 real 2 2 4 2 1 2440 1.0
AKLV0WIZZ356X joint 0 pre 1 0 NA NA 1 5544 1.0
AKLV0WIZZ356X joint 0 pre 3 0 NA NA 0 2018 1.0
AKLV0WIZZ356X joint 0 pre 2 0 NA NA 1 1811 1.0
AKLV0WIZZ356X joint 0 pre 4 0 NA NA 0 1691 1.0
AKLV0WIZZ356X joint 0 real 1 1 1 1 0 2917 1.0
